Nr,Lat,Lon,Date_2002_04_17,Date_2002_05_10,Date_2002_08_16,Date_2002_09_16,Date_2002_10_16,Date_2002_11_16,Date_2002_12_16,Date_2003_01_16,Date_2003_02_15,Date_2003_03_16,Date_2003_04_16,Date_2003_05_11,Date_2003_07_16,Date_2003_08_16,Date_2003_09_16,Date_2003_10_16,Date_2003_11_16,Date_2003_12_16,Date_2004_01_07,Date_2004_02_17,Date_2004_03_16,Date_2004_04_16,Date_2004_05_16,Date_2004_06_16,Date_2004_07_16,Date_2004_08_16,Date_2004_09_16,Date_2004_10_16,Date_2004_11_16,Date_2004_12_16,Date_2005_01_16,Date_2005_02_15,Date_2005_03_16,Date_2005_04_16,Date_2005_05_16,Date_2005_06_16,Date_2005_07_16,Date_2005_08_16,Date_2005_09_16,Date_2005_10_16,Date_2005_11_16,Date_2005_12_16,Date_2006_01_16,Date_2006_02_15,Date_2006_03_16,Date_2006_04_16,Date_2006_05_16,Date_2006_06_16,Date_2006_07_16,Date_2006_08_16,Date_2006_09_16,Date_2006_10_16,Date_2006_11_16,Date_2006_12_16,Date_2007_01_16,Date_2007_02_15,Date_2007_03_16,Date_2007_04_16,Date_2007_05_16,Date_2007_06_16,Date_2007_07_16,Date_2007_08_16,Date_2007_09_16,Date_2007_10_16,Date_2007_11_16,Date_2007_12_16,Date_2008_01_16,Date_2008_02_15,Date_2008_03_16,Date_2008_04_16,Date_2008_05_16,Date_2008_06_16,Date_2008_07_16,Date_2008_08_16,Date_2008_09_16,Date_2008_10_16,Date_2008_11_16,Date_2008_12_16,Date_2009_01_16,Date_2009_02_15,Date_2009_03_16,Date_2009_04_16,Date_2009_05_16,Date_2009_06_16,Date_2009_07_16,Date_2009_08_16,Date_2009_09_16,Date_2009_10_16,Date_2009_11_16,Date_2009_12_16,Date_2010_01_16,Date_2010_02_15,Date_2010_03_16,Date_2010_04_16,Date_2010_05_16,Date_2010_06_16,Date_2010_07_16,Date_2010_08_16,Date_2010_09_16,Date_2010_10_16,Date_2010_11_16,Date_2010_12_14,Date_2011_02_18,Date_2011_03_16,Date_2011_04_16,Date_2011_05_16,Date_2011_07_18,Date_2011_08_16,Date_2011_09_16,Date_2011_10_16,Date_2011_11_01,Date_2012_01_01,Date_2012_01_16,Date_2012_02_15,Date_2012_03_16,Date_2012_04_04,Date_2012_06_16,Date_2012_07_16,Date_2012_08_16,Date_2012_09_13,Date_2012_11_18,Date_2012_12_16,Date_2013_01_16,Date_2013_02_14,Date_2013_04_21,Date_2013_05_16,Date_2013_06_16,Date_2013_07_16,Date_2013_10_16,Date_2013_11_16,Date_2013_12_16,Date_2014_01_09,Date_2014_03_16,Date_2014_04_16,Date_2014_05_16,Date_2014_06_13,Date_2014_08_16,Date_2014_09_16,Date_2014_10_16,Date_2014_11_17,Date_2015_01_22,Date_2015_02_15,Date_2015_03_16,Date_2015_04_16,Date_2015_04_27,Date_2015_07_15,Date_2015_08_16,Date_2015_09_14,Date_2015_12_23,Date_2016_01_16,Date_2016_02_14,Date_2016_03_16,Date_2016_05_20,Date_2016_06_16,Date_2016_07_15,Date_2016_08_21,Date_2016_11_27,Date_2016_12_24,Date_2017_01_21,Date_2017_03_31,Date_2017_04_24,Date_2017_05_12,Date_2017_06_11,Date_2018_06_16,Date_2018_07_10,Date_2018_10_31,Date_2018_11_16,Date_2018_12_16,Date_2019_01_16,Date_2019_02_14,Date_2019_03_16,Date_2019_04_16,Date_2019_05_16,Date_2019_06_16,Date_2019_07_16,Date_2019_08_16,Date_2019_09_16,Date_2019_10_16,Date_2019_11_16,Date_2019_12_16,Date_2020_01_16,Date_2020_02_15,Date_2020_03_16,Date_2020_04_16,Date_2020_05_16,Date_2020_06_16,Date_2020_07_16,Date_2020_08_16,Date_2020_09_16,Date_2020_10_16,Date_2020_11_16,Date_2020_12_16,Date_2021_01_16,Date_2021_02_15,Date_2021_03_16,Date_2021_04_16,Date_2021_05_16,Date_2021_06_16,Date_2021_07_16,Date_2021_08_16,Date_2021_09_16,Date_2021_10_16,Date_2021_11_16,Date_2021_12_16,Date_2022_01_16,Date_2022_02_15,Date_2022_03_16,Date_2022_04_16,Date_2022_05_16,Date_2022_06_16,Date_2022_07_16,Date_2022_08_16,Date_2022_09_16,Date_2022_10_16,Date_2022_11_16,Date_2022_12_16
1,52.95,22.05,4.531804752349862,1.1491071105003485,-5.148702621459968,-7.626446151733403,-7.265033531188967,-1.4716165781021147,-1.0371113657951365,0.632534611225126,5.037069606781001,4.1792086601257274,3.3928206920623727,1.5452772855758599,-5.245046234130868,-9.3699920654297,-9.095911407470714,-7.309117031097424,-4.940409946441659,-0.78262038826943,0.20187699794769215,4.034182119369504,4.756762027740475,5.488112258911132,5.016303730010986,1.6571180343627994,0.2638943374157068,-3.140495204925533,-7.256547737121581,-8.93774948120117,-4.19066114425659,-1.3292372822761567,1.929805278778074,5.503227233886717,7.680244159698487,2.372538590431221,3.4209796905517624,-0.36121079325674743,-4.221002960205077,-4.844803047180179,-7.13888425827027,-7.632707881927494,-8.598982238769535,-3.809775829315197,1.580407977104171,4.0938544273376305,6.867089653015119,5.06803531646727,-0.1703500151634305,-0.7253774560988044,-4.842729425430315,1.1709051609039092,5.362708568572988,2.222840976715086,4.180740261077881,4.379575443267823,7.377682113647461,11.217195129394533,9.157176971435554,6.623104381561282,2.9918194770812985,-0.5756724715232828,1.8066276073456007,-0.36587888002394175,-3.9350085258483745,-5.9779744148254235,-5.007467365264882,-2.4402643203735277,-1.3295651435852005,2.3514297962188753,4.8303977012634345,4.073948717117314,3.345940494537353,-3.2653614521026597,-3.5411785125732367,-6.169923210144045,-9.009872817993163,-7.131528759002695,-6.856928348541265,-1.713204574584969,-1.56178269386292,-0.463652825355532,3.263037729263307,2.517142677307131,-1.5942423105239856,0.10397210717201585,-0.30506243705748554,-2.7044078826904197,-3.307888126373286,-4.140369987487789,-0.3698769301176089,2.056948471069335,6.597581672668455,8.411750793457033,7.136711978912356,3.956655073165899,7.5774690628051875,6.554235553741465,0.8244894385337935,-0.5072702884674053,2.614932203292839,1.397992396354673,4.690899658203125,10.85971736907959,11.598267936706554,9.356233978271495,10.029903221130382,7.343929004669205,9.479519271850581,9.611240768432616,3.78860034942627,-0.5012365639209742,-0.6191897749900812,1.4161084890365612,2.7211040496826193,3.3788182258605977,4.347565555572509,3.658376455307007,2.6223834991455104,2.152366018295304,-2.1905630111694125,-4.010202312469463,-1.1336503386497334,-1.03982521295546,0.904847657680527,2.4865660429000993,6.405489921569835,5.30180826187134,5.128705406188963,-0.00648169219493927,-2.5838622570037764,-2.425160646438593,0.5606775164604261,2.015602946281439,3.1921906471252486,1.0516259312629754,0.6243177890777571,-0.5157826662063618,-4.196130704879763,-7.940428352355963,-9.769968223571784,-9.625608444213878,-1.1264416575431968,-0.2365942597389317,-0.6702135302126523,-1.0506080031395064,-0.8651942789554692,-8.945590877532972,-12.630225944519054,-13.423254966735861,-4.304083728790302,-7.337806224823013,-1.2594618201255943,1.8107870817184328,-2.8507696628570587,-5.806322956085202,-4.628663444519041,-4.362606859207146,0.14318335056304837,0.9074587583541897,1.0649406909942691,3.626751089096084,4.0703303337097285,3.0165708065033043,-2.076077985763542,-7.121474361419674,-6.258726596832279,-10.015853881835948,-9.357269096374525,-8.138627624511733,-2.5860974788665896,-1.0484846353530999,-2.1437214851379456,-2.2573523521423375,-3.4723685264587445,-6.489009857177736,-11.788920593261725,-12.348322868347182,-13.246451568603526,-12.199902343750011,-14.299812316894545,-13.258674621582049,-9.644430351257347,-7.086476516723655,-4.561109542846694,-7.713967609405524,-6.057069301605228,-7.036422538757332,-5.022042655944828,-11.317753601074225,-7.108852195739753,-7.955598926544203,-6.242026615142828,-7.265756797790527,-2.798058271408083,-0.6528980970382716,0.628803658485409,-0.5593810796737615,-1.873466110229482,-7.336170673370355,-8.13020935058593,-7.557352256774907,-4.8363465309143105,-8.166810417175295,-7.169171142578124,-4.211759281158445,-3.646556186676024,-0.8980556726455655,-1.3148044824600127,-1.9185673713684048,-4.4424013137817315,-6.448415851593004,-9.8066888809204,-14.235192489624012,-15.770470046997065,-12.377448272705076,-12.520854949951174,-10.268145751953133
2,52.95,22.15,4.339852333068859,1.202635324001324,-5.243059730529789,-7.814735507965088,-7.515362071990964,-1.722496628761289,-1.2558544218540155,0.37190424501896235,4.695214366912845,3.793458747863773,3.0028177261352567,1.2807047128677358,-5.487264251708988,-9.69414424896241,-9.242235946655281,-7.327581119537364,-4.948111820220956,-0.7914933979511314,0.1718124940991401,3.8239994049072283,4.62022819519043,5.3851264953613285,5.000483417510987,1.7351674556732224,0.3665368497371768,-3.018488359451293,-7.116970252990724,-8.79653015136719,-4.0635170459747325,-1.2291551470756583,1.980215430259701,5.53142976760864,7.659629917144776,2.4130815744400094,3.6105667114257813,0.03403728604317091,-4.095556831359865,-4.778152942657475,-7.213391685485845,-7.6283299446106,-8.61308403015137,-3.9566544532775962,1.2848838150501156,3.833830499649038,6.529373741149893,4.960547971725451,-0.24453097581864133,-0.7189727224409677,-4.93600144386293,1.197951054573037,5.517127847671496,2.374534893035883,4.308252048492429,4.464082527160644,7.318768310546877,11.166202545166017,9.027752685546883,6.426435089111335,2.835546636581424,-0.5970342278480504,2.0389410972595363,-0.16399082541464738,-3.711851596832266,-5.743524265289296,-4.8336647033691325,-2.358263278007502,-1.2560378670692414,2.308836698532108,4.725177383422861,3.8893743991851886,3.252891921997072,-3.065064954757693,-3.4937250137329054,-6.299987316131591,-9.053032302856442,-7.273916625976569,-7.075612926483155,-1.9365758657455479,-1.7116119146347064,-0.5733060836791991,3.1620315074920686,2.4227468013763467,-1.5669467926025382,0.04573279023170948,-0.42380033731459354,-2.744157719612111,-3.130967664718627,-3.978113985061645,-0.1959028333425577,2.173087358474728,6.7080335617065385,8.575157451629636,7.200457286834717,4.068779516220096,7.817317962646491,6.634003925323495,0.9430119156837544,-0.4074648529291155,2.904896569252,1.7935202956199539,4.946260499954219,11.02912158966064,11.584952354431165,9.254709053039566,9.814470291137711,7.3093846321106115,9.506884384155269,9.642739105224607,3.8626587390899645,-0.3950600087642687,-0.5053420066833515,1.485994482040405,2.7716644287109387,3.437291908264161,4.275223350524904,3.562236547470095,2.627679586410525,2.352840662002575,-2.0392655789851966,-3.8983909606933422,-1.0793215692043154,-0.9994810044765333,0.815022981166857,2.3587819337845017,6.123879623413103,5.159074211120611,5.195908355712889,0.028636628389357155,-2.220396399497986,-2.116300296783448,0.7967940568923974,2.1471073865890533,3.1644908905029343,0.9284450173378072,0.6593083381652808,-0.29507276415825556,-4.053127241134648,-7.762193298339853,-9.527578353881847,-9.319638061523456,-1.0413743376732034,-0.26034439802170706,-0.7460272051394085,-1.1238493084907621,-0.9079231798648921,-8.835202503204359,-12.605459594726575,-13.485721969604512,-4.381775474548357,-7.446283054351819,-1.4426220297813521,1.6930810213088894,-2.820676374435428,-5.555021286010744,-4.4863018989563,-3.824774789810185,0.34853966236113976,1.0192165136337283,1.1242183685302785,3.563368558883683,3.9759174346923967,2.913642549514781,-2.148772168159476,-7.221360111236566,-6.602413177490231,-10.115064048767097,-9.455330085754404,-8.215934181213392,-2.6972103595733743,-1.15224323272706,-2.2780958652496373,-2.3566024780273453,-3.6251931667327892,-6.6150629043579094,-11.887663078308108,-12.484863471984873,-13.31233615875245,-12.304222106933604,-14.332421302795423,-13.414841079711929,-9.837392425537129,-7.435778045654311,-4.780474090576181,-7.8533641815185575,-6.190060043334961,-7.269091224670413,-4.93293943405152,-11.334655380249028,-7.10984077453614,-7.915697002410903,-6.154495906829842,-7.186496925354005,-2.8185462474823013,-0.6826970219612142,0.5673588603734947,-0.5067154258489565,-1.823892068862906,-7.324308681488031,-7.99049739837646,-7.354405879974374,-4.582028675079355,-7.682716846466077,-6.798861598968513,-3.9846020698547386,-3.478737831115725,-0.8847268700599641,-1.316815263032904,-1.8716150522232033,-4.3488750934600775,-6.2211809158325115,-9.345032405853269,-13.671100616455076,-15.296602821350103,-11.760920333862316,-11.889582252502455,-9.84200916290285
3,52.95,22.25,4.1478999137878505,1.2561635375023013,-5.337416839599616,-8.003024864196782,-7.7656906127929695,-1.9733766794204723,-1.4745974779129023,0.11127387881278955,4.353359127044676,3.4077088356018046,2.6128147602081273,1.0161321401596022,-5.729482269287116,-10.018296432495129,-9.388560485839854,-7.346045207977307,-4.955813694000253,-0.8003664076328332,0.14174799025058696,3.6138166904449447,4.483694362640379,5.2821407318115225,4.984663105010986,1.8132168769836485,0.4691793620586504,-2.896481513977048,-6.977392768859863,-8.655310821533202,-3.9363729476928704,-1.1290730118751564,2.0306255817413303,5.559632301330565,7.639015674591065,2.453624558448799,3.800153732299808,0.4292853653431033,-3.970110702514648,-4.711502838134769,-7.287899112701422,-7.623952007293705,-8.627185821533207,-4.103533077240001,0.9893596529960494,3.5738065719604357,6.191657829284654,4.853060626983629,-0.31871193647385476,-0.7125679887831307,-5.029273462295549,1.2249969482421659,5.671547126770008,2.5262288093566863,4.4357638359069815,4.548589611053467,7.25985450744629,11.115209960937502,8.89832839965821,6.229765796661381,2.679273796081544,-0.6183959841728188,2.27125458717348,0.037897229194654214,-3.4886946678161497,-5.50907411575316,-4.659862041473378,-2.2762622356414726,-1.1825105905532796,2.26624360084534,4.619957065582284,3.7048000812530573,3.1598433494567875,-2.8647684574127195,-3.446271514892573,-6.430051422119142,-9.096191787719723,-7.416304492950448,-7.294297504425053,-2.1599471569061346,-1.8614411354064981,-0.6829593420028701,3.061025285720827,2.3283509254455597,-1.5396512746810902,-0.012506526708598975,-0.5425382375717059,-2.783907556533803,-2.9540472030639613,-3.815857982635496,-0.021928736567500287,2.289226245880125,6.818485450744626,8.738564109802246,7.264202594757081,4.180903959274296,8.057166862487803,6.7137722969055265,1.0615343928337195,-0.30765941739082214,3.194860935211172,2.1890481948852485,5.20162134170532,11.198525810241698,11.571636772155774,9.15318412780763,9.599037361145033,7.2748402595520165,9.534249496459957,9.6742374420166,3.9367171287536618,-0.2888834536075594,-0.3914942383766177,1.5558804750442512,2.8222248077392598,3.495765590667726,4.202881145477295,3.4660966396331796,2.6329756736755394,2.5533153057098534,-1.887968146800975,-3.7865796089172172,-1.0249927997588952,-0.959136795997605,0.7251983046531838,2.230997824668899,5.8422693252563604,5.016340160369877,5.263111305236816,0.06375494897365483,-1.8569305419921824,-1.8074399471282923,1.032910597324377,2.278611826896672,3.136791133880619,0.8052641034126345,0.6942988872528058,-0.07436286211014147,-3.910123777389529,-7.583958244323737,-9.285188484191902,-9.013667678833022,-0.956307017803207,-0.2840945363044833,-0.8218408800661674,-1.1970906138420205,-0.9506520807743165,-8.724814128875744,-12.580693244934094,-13.548188972473165,-4.459467220306415,-7.55475988388063,-1.6257822394371164,1.575374960899342,-2.790583086013797,-5.303719615936277,-4.3439403533935526,-3.2869427204132045,0.5538959741592383,1.130974268913271,1.1834960460662902,3.4999860286712794,3.8815045356750613,2.8107142925262543,-2.2214663505554118,-7.3212458610534625,-6.946099758148194,-10.214274215698252,-9.55339107513429,-8.293240737915053,-2.8083232402801634,-1.2560018301010238,-2.4124702453613334,-2.4558526039123567,-3.7780178070068393,-6.741115951538087,-11.986405563354499,-12.621404075622571,-13.378220748901377,-12.4085418701172,-14.365030288696303,-13.571007537841814,-10.030354499816916,-7.78507957458498,-4.999838638305677,-7.992760753631597,-6.3230507850647,-7.501759910583502,-4.843836212158209,-11.351557159423834,-7.110829353332527,-7.875795078277601,-6.0669651985168525,-7.10723705291748,-2.8390342235565207,-0.7124959468841576,0.5059140622615783,-0.4540497720241495,-1.7743180274963282,-7.312446689605707,-7.850785446166986,-7.151459503173834,-4.327710819244391,-7.198623275756843,-6.428552055358889,-3.7574448585510245,-3.3109194755554197,-0.8713980674743621,-1.3188260436057953,-1.824662733078,-4.255348873138421,-5.993945980072009,-8.883375930786125,-13.107008743286125,-14.822735595703122,-11.144392395019533,-11.258309555053717,-9.41587257385255
4,52.95,22.35,3.985765695571906,1.1592177823186032,-5.291269683837896,-7.981684017181399,-7.698102569580079,-1.8865900993347164,-1.432961130142211,0.05249683856963991,4.380239009857177,3.4453723430633527,2.589663028717038,1.1247391700744598,-5.603526496887213,-9.854809379577647,-9.154405498504644,-7.231406784057627,-4.85926909446717,-0.7425567701458978,0.24006183445453733,3.5755345821380597,4.49179468154907,5.291533946990966,5.042547416687013,1.9289306402206496,0.6012971282005438,-2.706647682189936,-6.885142230987547,-8.542568016052243,-3.868077182769774,-1.108992469310764,1.9392395496368366,5.453369998931882,7.568812465667724,2.382157230377204,3.792799472808841,0.502222272753726,-3.9816738128662106,-4.65716018676758,-7.372147178649909,-7.703763389587408,-8.656956100463871,-4.189162158966076,0.659011179208737,3.365163421630843,6.100242614746078,4.709471225738509,-0.37144967298955633,-0.6859045118093583,-5.009552383422868,1.3318094253539838,5.810706233978262,2.6230135440826396,4.449466896057128,4.506050872802734,7.164229393005371,11.136931800842287,8.859659767150884,6.1061883926391625,2.5642163276672356,-0.7014562368392934,2.4320488214493,0.2976637363434006,-3.203671169280989,-5.191904163360578,-4.42618837356566,-2.165986585617057,-1.0632636547088565,2.2494992017746003,4.574283456802376,3.6461431503295945,3.1198988437652586,-2.6833725929260224,-3.3196188449859547,-6.532319545745852,-9.226033210754395,-7.4045285224914625,-7.421725463867192,-2.3946423053741555,-2.040873813629157,-0.8564640522003213,2.920686054229736,2.214228582382203,-1.5951123237609859,-0.0507687270641293,-0.47061794996260453,-2.736234617233266,-2.8456262588500927,-3.7335690021514853,-0.052198608964685075,2.2044593811035122,6.807118225097653,8.849284934997561,7.168246173858642,4.091370344161991,7.97010097503663,6.380516815185551,0.8487079620361395,-0.3640747606754299,3.317101001739494,2.3283568382263153,5.250183868408202,11.140767097473141,11.452268600463878,9.078527641296398,9.568070602417004,7.365549278259294,9.242756843566886,9.453829383850092,3.696121692657467,-0.47111855745315834,-0.5430546045303368,1.446382975578307,2.722718238830567,3.405785417556763,4.028300428390501,3.2424194335937475,2.5933786869049094,2.4958105564117568,-1.9891569018363768,-3.9035449028014964,-1.1529674053191998,-1.0569894790649284,0.6084426879882956,2.1387377500534193,5.830183792114271,4.917575263977053,5.234564495086668,-0.1020872235298189,-1.5868084192275913,-1.5815197587013174,1.224792313575753,2.3348794937133843,3.0281286716461207,0.6945880234241533,0.7342358350753772,0.20218693017959635,-3.8148559093475356,-7.426695346832281,-9.108585357666021,-8.834271240234386,-0.9494635254144816,-0.26438590288163144,-0.8765934094786761,-1.2858952999115103,-1.0502868771553144,-8.663526916503917,-12.582828140258801,-13.687844848632835,-4.499984836578388,-7.57322330474855,-1.700207901000991,1.4690101385116452,-2.7637569427490263,-5.116461849212643,-4.30362033843994,-2.9894096851348797,0.4948457241058317,1.0515196919441232,1.0875666856765793,3.4742673873901513,3.797990369796764,2.6971475124359205,-2.334159326553338,-7.459995269775389,-7.1683952331543015,-10.29429931640626,-9.65872611999513,-8.28269138336183,-2.8325481891632203,-1.251036852598201,-2.499127626419074,-2.524287557601933,-3.753024291992191,-6.88569717407227,-12.022349929809575,-12.623523521423351,-13.433929443359386,-12.397170257568373,-14.272847366333021,-13.509949302673355,-10.074772262573264,-7.99637727737429,-5.28228311538698,-8.259656715393074,-6.669070816040047,-7.820300292968761,-5.205189514160167,-11.621503257751474,-7.584197807312025,-8.318274116516132,-6.35474147796632,-7.366416549682621,-3.179761123657233,-0.8527205705642744,0.2529766738414697,-0.5734208524227107,-1.892907905578605,-7.398570823669429,-7.877710342407221,-6.842010021209718,-4.070426321029665,-6.923075962066653,-6.34907341003418,-3.7455945968627917,-3.34390082359314,-0.9453932762145975,-1.5020435690879754,-1.863829946517942,-4.250748729705804,-5.896794891357409,-8.478580474853501,-12.753858566284167,-14.555002593994136,-10.865987014770507,-11.032727813720706,-9.285797882080088
5,52.95,22.45,3.823631477355967,1.0622720271349084,-5.245122528076178,-7.960343170166019,-7.63051452636719,-1.799803519248964,-1.3913247823715207,-0.006280201673507641,4.4071188926696765,3.4830358505249,2.5665112972259494,1.2333461999893132,-5.477570724487313,-9.691322326660169,-8.920250511169446,-7.116768360137952,-4.7627244949340914,-0.6847471326589643,0.3383756786584842,3.5372524738311752,4.499895000457761,5.30092716217041,5.100431728363037,2.0446444034576463,0.7334148943424325,-2.5168138504028303,-6.792891693115234,-8.42982521057129,-3.7997814178466793,-1.0889119267463723,1.8478535175323465,5.347107696533202,7.498609256744387,2.3106899023056107,3.7854452133178746,0.5751591801643461,-3.993236923217773,-4.602817535400394,-7.456395244598394,-7.783574771881107,-8.686726379394536,-4.274791240692148,0.32866270542143633,3.1565202713012575,6.0088274002075055,4.565881824493395,-0.4241874095052561,-0.6592410348355868,-4.989831304550187,1.438621902465798,5.949865341186512,2.71979827880859,4.463169956207274,4.463512134552003,7.068604278564454,11.15865364074707,8.820991134643561,5.982610988616948,2.449158859252931,-0.7845164895057649,2.5928430557251145,0.5574302434921377,-2.9186476707458393,-4.874734210968006,-4.192514705657951,-2.0557109355926455,-0.9440167188644377,2.2327548027038606,4.5286098480224695,3.587486219406134,3.079954338073731,-2.501976728439332,-3.1929661750793414,-6.634587669372559,-9.355874633789059,-7.392752552032479,-7.549153423309329,-2.629337453842168,-2.2203064918518094,-1.0299687623977662,2.7803468227386503,2.100106239318851,-1.6505733728408798,-0.08903092741965826,-0.3986976623535058,-2.6885616779327295,-2.7372053146362276,-3.651280021667479,-0.08246848136186882,2.119692516326903,6.79575099945068,8.960005760192871,7.072289752960207,4.001836729049688,7.883035087585459,6.047261333465587,0.6358815312385672,-0.4204901039600356,3.4393410682678116,2.4676654815673764,5.298746395111081,11.083008384704588,11.332900428771985,9.00387115478517,9.537103843688978,7.456258296966567,8.951264190673825,9.233421325683594,3.4555262565612805,-0.6533536612987508,-0.6946149706840506,1.336885476112367,2.6232116699218775,3.3158052444458024,3.8537197113037123,3.0187422275543234,2.55378170013428,2.4383058071136623,-2.090345656871775,-4.0205101966857715,-1.2809420108794998,-1.154842162132248,0.4916870713234116,2.046477675437943,5.8180982589721815,4.818810367584232,5.206017684936523,-0.2679293960332868,-1.3166862964630095,-1.355599570274351,1.4166740298271223,2.3911471605300947,2.9194662094116257,0.5839119434356761,0.7741727828979471,0.4787367224693243,-3.7195880413055455,-7.269432449340829,-8.931982231140147,-8.654874801635756,-0.9426200330257566,-0.24467726945878027,-0.9313459388911829,-1.374699985980997,-1.1499216735363091,-8.602239704132092,-12.58496303558351,-13.827500724792499,-4.54050245285036,-7.591686725616469,-1.7746335625648624,1.362645316123952,-2.736930799484256,-4.929204082489013,-4.263300323486327,-2.6918766498565656,0.4357954740524272,0.9720651149749779,0.9916373252868719,3.448548746109024,3.71447620391847,2.5835807323455913,-2.4468523025512603,-7.59874467849731,-7.3906907081604,-10.374324417114266,-9.764061164855969,-8.272142028808606,-2.856773138046276,-1.246071875095378,-2.585785007476811,-2.5927225112915067,-3.7280307769775423,-7.030278396606446,-12.058294296264652,-12.625642967224133,-13.489638137817392,-12.385798645019543,-14.180664443969741,-13.4488910675049,-10.11919002532961,-8.207674980163592,-5.564727592468272,-8.526552677154545,-7.015090847015381,-8.138840675354007,-5.566542816162112,-11.891449356079105,-8.057566261291507,-8.76075315475465,-6.642517757415776,-7.625596046447752,-3.520488023757934,-0.9929451942443862,3.928542137010549e-05,-0.6927919328212677,-2.011497783660878,-7.484694957733148,-7.9046352386474545,-6.532560539245614,-3.8131418228149494,-6.647528648376474,-6.269594764709474,-3.73374433517456,-3.3768821716308586,-1.0193884849548303,-1.6852610945701492,-1.9029971599578825,-4.246148586273186,-5.799643802642811,-8.073785018920894,-12.40070838928222,-14.287269592285156,-10.587581634521488,-10.807146072387702,-9.15572319030763
6,52.95,22.55,3.661497259140037,0.9653262719512267,-5.198975372314457,-7.939002323150641,-7.562926483154309,-1.71301693916323,-1.3496884346008504,-0.06505724191666991,4.433998775482168,3.520699357986444,2.5433595657348596,1.341953229904167,-5.351614952087413,-9.527835273742705,-8.686095523834258,-7.002129936218289,-4.666179895401023,-0.6269374951720421,0.4366895228624239,3.498970365524288,4.507995319366453,5.3103203773498535,5.158316040039062,2.1603581666946456,0.8655326604843189,-2.3269800186157212,-6.700641155242918,-8.317082405090332,-3.7314856529235882,-1.0688313841819828,1.7564674854278555,5.240845394134524,7.428406047821047,2.2392225742340193,3.7780909538269154,0.6480960875749785,-4.0048000335693335,-4.548474884033203,-7.540643310546878,-7.863386154174812,-8.716496658325207,-4.360420322418233,-0.0016857683658835498,2.9478771209716492,5.9174121856689155,4.422292423248281,-0.47692514602095426,-0.6325775578618092,-4.970110225677515,1.5454343795776122,6.089024448394766,2.816583013534542,4.476873016357418,4.4209733963012665,6.972979164123533,11.180375480651858,8.782322502136237,5.859033584594737,2.3341013908386326,-0.8675767421722338,2.7536372900009374,0.8171967506408904,-2.633624172210676,-4.557564258575425,-3.958841037750232,-1.9454352855682293,-0.824769783020015,2.2160104036331223,4.482936239242564,3.528829288482675,3.040009832382208,-2.3205808639526295,-3.066313505172718,-6.736855792999261,-9.485716056823726,-7.38097658157349,-7.676581382751466,-2.8640326023101843,-2.399739170074467,-1.2034734725952156,2.6400075912475605,1.9859838962554954,-1.706034421920775,-0.127293127775195,-0.3267773747444114,-2.6408887386321993,-2.6287843704223617,-3.568991041183469,-0.11273835375905462,2.034925651550288,6.784383773803704,9.070726585388176,6.97633333206177,3.912303113937389,7.795969200134296,5.714005851745629,0.42305510044100647,-0.4769054472446214,3.5615811347961515,2.606974124908464,5.347308921813974,11.025249671936042,11.213532257080097,8.929214668273943,9.506137084960956,7.546967315673844,8.659771537780763,9.013013267517094,3.214930820465097,-0.8355887651443413,-0.8461753368377632,1.2273879766464275,2.523705101013187,3.225825071334842,3.6791389942169244,2.7950650215149,2.514184713363653,2.380801057815573,-2.1915344119071767,-4.1374754905700515,-1.408916616439805,-1.2526948451995723,0.3749314546585213,1.9542176008224672,5.806012725830089,4.720045471191419,5.177470874786382,-0.4337715685367531,-1.0465641736984135,-1.1296793818473718,1.6085557460785018,2.4474148273468113,2.810803747177135,0.47323586344719937,0.8141097307205232,0.7552865147590687,-3.6243201732635493,-7.112169551849368,-8.75537910461426,-8.475478363037116,-0.9357765406370234,-0.22496863603592482,-0.9860984683036871,-1.4635046720504796,-1.2495564699173025,-8.540952491760262,-12.587097930908225,-13.96715660095218,-4.581020069122355,-7.610150146484406,-1.8490592241287467,1.256280493736257,-2.7101046562194844,-4.7419463157653725,-4.222980308532706,-2.39434361457824,0.3767452239990222,0.8926105380058319,0.8957079648971664,3.4228301048279004,3.630962038040181,2.4700139522552687,-2.559545278549173,-7.737494087219231,-7.612986183166501,-10.454349517822278,-9.869396209716811,-8.261592674255393,-2.880998086929336,-1.2411068975925577,-2.6724423885345527,-2.661157464981083,-3.703037261962896,-7.174859619140628,-12.094238662719736,-12.627762413024922,-13.545346832275412,-12.37442703247073,-14.088481521606479,-13.387832832336471,-10.163607788085983,-8.418972682952905,-5.847172069549579,-8.793448638916027,-7.361110877990734,-8.457381057739283,-5.927896118164082,-12.161395454406755,-8.530934715271012,-9.203232192993186,-6.930294036865249,-7.8847755432129025,-3.8612149238586486,-1.1331698179245064,-0.25289810299874116,-0.8121630132198357,-2.130087661743158,-7.570819091796869,-7.931560134887682,-6.223111057281495,-3.555857324600215,-6.371981334686277,-6.190116119384761,-3.7218940734863217,-3.409863519668572,-1.0933836936950576,-1.8684786200523165,-1.9421643733978105,-4.24154844284055,-5.702492713928188,-7.668989562988251,-12.04755821228025,-14.019536590576159,-10.309176254272453,-10.581564331054683,-9.025648498535155
