Nr,Lat,Lon,Date_2000_01,Date_2000_02,Date_2000_03,Date_2000_04,Date_2000_05,Date_2000_06,Date_2000_07,Date_2000_08,Date_2000_09,Date_2000_10,Date_2000_11,Date_2000_12,Date_2001_01,Date_2001_02,Date_2001_03,Date_2001_04,Date_2001_05,Date_2001_06,Date_2001_07,Date_2001_08,Date_2001_09,Date_2001_10,Date_2001_11,Date_2001_12,Date_2002_01,Date_2002_02,Date_2002_03,Date_2002_04,Date_2002_05,Date_2002_06,Date_2002_07,Date_2002_08,Date_2002_09,Date_2002_10,Date_2002_11,Date_2002_12,Date_2003_01,Date_2003_02,Date_2003_03,Date_2003_04,Date_2003_05,Date_2003_06,Date_2003_07,Date_2003_08,Date_2003_09,Date_2003_10,Date_2003_11,Date_2003_12,Date_2004_01,Date_2004_02,Date_2004_03,Date_2004_04,Date_2004_05,Date_2004_06,Date_2004_07,Date_2004_08,Date_2004_09,Date_2004_10,Date_2004_11,Date_2004_12,Date_2005_01,Date_2005_02,Date_2005_03,Date_2005_04,Date_2005_05,Date_2005_06,Date_2005_07,Date_2005_08,Date_2005_09,Date_2005_10,Date_2005_11,Date_2005_12,Date_2006_01,Date_2006_02,Date_2006_03,Date_2006_04,Date_2006_05,Date_2006_06,Date_2006_07,Date_2006_08,Date_2006_09,Date_2006_10,Date_2006_11,Date_2006_12,Date_2007_01,Date_2007_02,Date_2007_03,Date_2007_04,Date_2007_05,Date_2007_06,Date_2007_07,Date_2007_08,Date_2007_09,Date_2007_10,Date_2007_11,Date_2007_12,Date_2008_01,Date_2008_02,Date_2008_03,Date_2008_04,Date_2008_05,Date_2008_06,Date_2008_07,Date_2008_08,Date_2008_09,Date_2008_10,Date_2008_11,Date_2008_12,Date_2009_01,Date_2009_02,Date_2009_03,Date_2009_04,Date_2009_05,Date_2009_06,Date_2009_07,Date_2009_08,Date_2009_09,Date_2009_10,Date_2009_11,Date_2009_12,Date_2010_01,Date_2010_02,Date_2010_03,Date_2010_04,Date_2010_05,Date_2010_06,Date_2010_07,Date_2010_08,Date_2010_09,Date_2010_10,Date_2010_11,Date_2010_12,Date_2011_01,Date_2011_02,Date_2011_03,Date_2011_04,Date_2011_05,Date_2011_06,Date_2011_07,Date_2011_08,Date_2011_09,Date_2011_10,Date_2011_11,Date_2011_12,Date_2012_01,Date_2012_02,Date_2012_03,Date_2012_04,Date_2012_05,Date_2012_06,Date_2012_07,Date_2012_08,Date_2012_09,Date_2012_10,Date_2012_11,Date_2012_12,Date_2013_01,Date_2013_02,Date_2013_03,Date_2013_04,Date_2013_05,Date_2013_06,Date_2013_07,Date_2013_08,Date_2013_09,Date_2013_10,Date_2013_11,Date_2013_12,Date_2014_01,Date_2014_02,Date_2014_03,Date_2014_04,Date_2014_05,Date_2014_06,Date_2014_07,Date_2014_08,Date_2014_09,Date_2014_10,Date_2014_11,Date_2014_12,Date_2015_01,Date_2015_02,Date_2015_03,Date_2015_04,Date_2015_05,Date_2015_06,Date_2015_07,Date_2015_08,Date_2015_09,Date_2015_10,Date_2015_11,Date_2015_12,Date_2016_01,Date_2016_02,Date_2016_03,Date_2016_04,Date_2016_05,Date_2016_06,Date_2016_07,Date_2016_08,Date_2016_09,Date_2016_10,Date_2016_11,Date_2016_12,Date_2017_01,Date_2017_02,Date_2017_03,Date_2017_04,Date_2017_05,Date_2017_06,Date_2017_07,Date_2017_08,Date_2017_09,Date_2017_10,Date_2017_11,Date_2017_12,Date_2018_01,Date_2018_02,Date_2018_03,Date_2018_04,Date_2018_05,Date_2018_06,Date_2018_07,Date_2018_08,Date_2018_09,Date_2018_10,Date_2018_11,Date_2018_12,Date_2019_01,Date_2019_02,Date_2019_03,Date_2019_04,Date_2019_05,Date_2019_06,Date_2019_07,Date_2019_08,Date_2019_09,Date_2019_10,Date_2019_11,Date_2019_12
1,52.95,22.05,3.822326893806474,8.373483815193186,9.552260060310378,7.725613026618953,-3.654513468742357,-8.68145072460174,-8.582674326896669,-8.831552348136904,-8.839442057609553,-10.499618372917169,-6.407074046134942,-3.4236881208419723,1.6855861711502103,3.068438038825994,4.414639210700997,2.8529482316970967,-1.3424253034591427,-6.089337382316565,-7.88215461254118,-8.313380351066579,-4.411792674064638,1.5093325090408254,3.025409474372859,5.508663563728329,10.513699574470516,12.082804188728332,13.787986073493958,8.743828053474436,0.5556942033767797,-4.351732096672056,-7.110958781242372,-10.42988547801972,-12.52759528636933,-9.160825266838073,-2.1551798200607353,2.554354176521289,6.530127491950973,8.314128346443171,6.919214711189266,3.542765126228339,-1.9112137556075932,-9.068897166252132,-10.557261500358571,-12.961326594352727,-12.986594767570502,-7.978130106925962,-3.102372965812673,1.0349315690994438,4.9283156633377265,8.302845692634596,9.142153248786933,7.553431324958807,4.768518605232246,-1.4651236677169628,-3.310307230949382,-5.771192698478686,-9.520343623161299,-9.406012339591959,-5.210246806144699,-0.7358191633224396,3.954937672615059,7.040218434333806,11.313817982673642,4.781664967536944,1.7812892961502222,-1.252730784416182,-7.081933360099789,-8.26293265819549,-11.840631480216977,-12.175714945793144,-10.825997767448417,-4.4617064619064335,1.5646556901931647,4.508754811286908,5.75455833911894,3.123048939704877,-2.209296641349797,-4.138037943840029,-10.55516501903535,-2.63306434154514,2.5746199846267523,2.0872783708572378,5.975216908454899,6.693918690681471,10.679593129158032,18.6508449602127,14.753916249275203,10.061309437751778,4.226919484138502,-2.2563024091720454,-2.859741587638836,-5.384343791007968,-2.3904186201095303,-0.3621245527267254,2.423501515388506,4.665651783943192,6.222304921150226,9.36180504322054,11.084427723884598,10.413711171150215,6.448093800544736,-1.9905652570724555,-3.5690970563888635,-4.646740031242379,-3.637384715080267,-0.9453971052169939,0.674418263435355,4.352677845954888,6.098228993415831,7.9061968278884915,10.414134144783027,6.878594594001779,-1.5562717390060243,-0.720650706291185,-2.2069007062911865,-6.908802714347825,-8.472170786857596,-5.6947389936447035,0.29906822681427037,3.6129760026931725,9.660883412361141,14.27605614185332,13.4907180070877,5.992043690681468,5.60389519214631,3.137314076423651,-4.071680674552901,-3.795691294670072,2.150591969490071,1.9434908342361679,6.142669911384601,12.762957386970529,16.693939442634587,13.838224720954905,10.683811879158034,7.293426747322098,1.3767058610916298,-6.115978617668139,2.0432433366775427,4.125785450935377,-1.2448017072677307,-3.772638773918116,-4.5694515180587425,-2.440645213127106,2.268840870857269,4.861896595954928,5.477069020271323,3.9063338518142903,-0.3584583234786839,-1.12010138988494,-2.672018198966973,-8.684011301994317,-10.68805671215057,-9.224612650871265,-4.707217783927906,-0.8024524641036914,4.6595647478103634,9.368788685798641,10.839081654548647,12.348067860603328,4.363149342536933,1.2554079484939655,-5.14855475902557,-8.322714304924006,-3.7795577192306196,0.45778801441197303,2.259553151130718,4.50137840747837,7.101945118904146,8.83217125415804,6.527914052009605,3.9268016862869506,1.8936736345291485,-2.2475681257247473,-8.201604990959115,-10.03674170970914,-12.02248473644255,-13.49187469005583,-12.20195617198943,-8.6165930891037,-0.78135291576387,1.8007839250564488,2.170162281990045,1.3129698991775498,-1.9141901350021273,-8.962411875724786,-11.610196070671083,-13.405408854484563,-13.239685435295115,-12.174112925529494,-7.185887980461135,-2.3172861433029306,1.3680815935134776,5.209643177986136,6.528990406990051,2.724090199470527,-1.8621295881271194,-7.323594279289225,-7.6458176374435265,-8.138138804435716,-11.932908625602703,-6.200196146965017,3.1018483781814656,6.616999745368966,7.3542668962478785,7.361144337654128,8.7208925676346,5.883835377693198,3.382991871833829,-5.172993083000151,-7.265222086906398,-9.84687537670133,-3.37087562084196,4.0190795183182,8.24689629077914,10.680284657478353,11.835459828376793,11.551103749275228,8.846552052497886,6.416494984626788,-3.157709574699375,-8.851204142570486,-6.5470899152755635,-8.553681101799,-10.077552180290208,-8.66471213817595,-3.718126597404468,0.8160628557205317,7.628017201423657,8.551996998786947,7.811664052009606,2.569208912849451,-0.8778772687911752,-3.3175911664962516,-10.079793391227696,-10.7028983259201,-11.603228449821467,-8.598449625968927,-6.788352274894709,-3.8265572309493985
2,52.95,22.15,3.6528533733685995,8.296542338212342,9.564047831376405,7.76634366877873,-3.4875642596880514,-8.541212025801341,-8.314384175459551,-8.5717222797076,-8.721664754072822,-10.379326420942942,-6.2939496051470405,-3.3676526080767264,1.5855288494428035,2.893175944169369,4.373411845048276,2.865355814774844,-1.1708728229204615,-5.93112398258843,-7.863081685225152,-8.18417741886774,-4.19324861637752,1.623469828446695,3.11567502864201,5.521483134110763,10.323309611161548,11.95521085627874,13.429156168778745,8.476976298173282,0.44622007258734175,-4.189370595137282,-7.00303178898494,-10.4541424762408,-12.686887761274976,-9.391751729170476,-2.478740254561106,1.6392678631146806,5.283595560868591,7.556375712235778,6.468354777177179,3.328896159013122,-2.0374167071978118,-9.136104146162664,-10.600237370649964,-13.143386326948804,-13.124939976851149,-8.192090169111882,-3.327136708418515,0.8500488079389132,4.6993768108686025,8.176100748856877,8.983994120438902,7.287001627763123,4.65816343196234,-1.432511006514217,-3.627874928633347,-5.976987630049372,-9.526043187300349,-9.397191945234916,-5.252845936934139,-0.822574177900941,3.654920939286562,6.672925089677187,11.082616862138114,4.604519327958445,1.7875079143842192,-1.8939962970415463,-7.945783711592337,-8.745136891523984,-12.098741780440006,-12.279885502974185,-10.945811711470277,-4.606244221846262,1.277395304520918,4.152174357255287,5.4037127483685685,2.8473705852826297,-2.559287434736886,-4.997794362227108,-11.320515462080634,-3.3929318439165956,1.7629491985638914,1.172069376786567,5.106156901200634,6.037135905106887,10.158211344560009,18.216534098466237,14.064033488114685,9.244281290849074,3.557653483231889,-2.5808851825396038,-3.1515716754595196,-5.748993703047401,-3.456322499434104,-1.9134071551958205,0.9288409221967538,3.431837138017059,5.205566691239714,8.54992948420846,10.322891520341267,9.637263468583447,5.692030314286561,-2.6548480426470378,-5.14410066715874,-6.035536976973196,-5.0093451129595215,-2.4860583697954644,-1.0118658649126433,2.8952462566693846,5.053548868974069,7.18778318293891,10.025528239091251,6.646000040849063,-1.6671493732134308,-0.8200653278032792,-2.136907979170472,-6.658560811201724,-8.019394398848219,-5.209956380049389,0.8191909588177871,4.007521036942785,10.096205118974034,14.691781290849027,13.697217692216224,6.199557780106867,6.003738688309985,3.632069071610763,-3.269562398115796,-2.6115478717486003,3.5128524578412255,3.228244303544357,7.157201517899827,13.475470255692795,17.353559244950603,14.214317911942802,11.011624430497493,7.515476664384216,1.7259716595014005,-5.794912434736883,2.359103373368564,4.658652323563894,-0.6263833820024971,-3.2288316547075686,-4.135231801191942,-2.0376019488970236,2.66220609553657,5.220183085282667,5.6893108928998455,3.947623576005318,-0.38348787418999847,-1.027478963057195,-2.446320515791575,-8.348258382002513,-10.34142953983943,-8.846739674727118,-4.294029256025949,-0.39707033268610936,5.045566996415446,9.719332255204506,11.236643961747479,12.711393107255285,4.823844584306077,1.465415324052177,-4.9183238422075926,-8.148304005781808,-3.153541737715386,1.3531869304975133,3.0595528972943855,5.18476224788032,7.615410441239694,9.193550089677187,6.794892557938908,4.125580424149851,2.3785909832318852,-1.2129950153032727,-6.831133900801319,-9.329759846846253,-11.442070637861885,-12.965504208723699,-11.745571309248607,-8.273353444258381,-0.5853341876665955,1.879873331864663,2.1909530437787295,1.3324783123334212,-1.5826645099322003,-8.59232469669978,-11.598258458296463,-13.478778859297439,-13.353699361006427,-12.259194356123622,-7.2258223163287,-2.2333667194048727,1.543597086747471,5.368725260575599,6.868052042802166,3.165444620927171,-1.4228347980181317,-6.895879231611879,-7.260408650557194,-7.510253163496655,-11.256265126387277,-5.563352833906816,3.6419302166302945,7.042640360673267,7.728080118974056,7.613598917802183,8.933145426591249,6.1581673992475015,3.9751406658490636,-4.378513661543514,-6.279959279219296,-9.13160677067438,-2.7724875079790703,4.363702067216252,8.488713969071727,10.800251749833443,11.84495756038032,11.522883585770943,8.837700175126415,6.498694742997502,-2.911062489668508,-8.728116933027898,-6.614667073408753,-8.803140889326716,-10.388834172407767,-8.843718739668512,-4.068306294600151,0.5132818401654727,7.4964809978803135,8.512495707352976,7.784260538895947,2.662360819657665,-0.6698224078814015,-3.2177241717974123,-9.66275018803277,-10.482525807539623,-11.39969545475642,-8.536194325606024,-6.786750813643135,-3.9368809711138364
3,52.95,22.25,3.483379852930719,8.219600861231493,9.575835602442433,7.807074310938509,-3.3206150506337395,-8.400973327000935,-8.046094024022427,-8.311892211278288,-8.60388745053609,-10.259034468968707,-6.1808251641591365,-3.3116170953114787,1.485471527735393,2.7179138495127386,4.332184479395553,2.877763397852591,-0.9993203423817741,-5.77291058286029,-7.844008757909124,-8.054974486668897,-3.9747045586903953,1.737607147852569,3.2059405829111647,5.534302704493198,10.132919647852574,11.82761752382914,13.07032626406352,8.21012454287212,0.3367459417979,-4.027009093602501,-6.895104796727503,-10.478399474461883,-12.84618023618063,-9.622678191502889,-2.8023006890614885,0.7241815497080399,4.0370636297861635,6.798623078028358,6.0174948431650765,3.115027191797897,-2.163619658788035,-9.2033111260732,-10.64321324094136,-13.325446059544888,-13.263285186131803,-8.40605023129781,-3.5519004510243644,0.6651660467783762,4.470437958399471,8.049355805079154,8.825834992090867,7.020571930567428,4.547808258692429,-1.39989834531147,-3.9454426263173232,-6.182782561620066,-9.531742751439397,-9.38837155087787,-5.2954450677235805,-0.9093291924794453,3.3549042059580545,6.305631745020554,10.851415741602576,4.427373688379939,1.7937265326182164,-2.5352618096669337,-8.809634063084914,-9.227341124852494,-12.356852080663042,-12.384056060155228,-11.065625655492141,-4.750781981786095,0.9901349188486612,3.795593903223654,5.052867157618186,2.571692230860373,-2.9092782281239877,-5.857550780614217,-12.085865905125944,-4.152799346288078,0.9512784125010022,0.2568603827158639,4.237096893946337,5.380353119532282,9.636829559961967,17.78222323671976,13.374150726954138,8.42725314394634,2.8883874823252516,-2.9054679559071737,-3.4434017632802134,-6.113643615086847,-4.522226378758717,-3.4646897576649702,-0.5658196709950518,2.1980224920908826,4.188828461329164,7.738053925196352,9.561355316797908,8.860815766016652,4.935966828028359,-3.3191308282216436,-6.719104277928672,-7.424333922704062,-6.381305510838826,-4.02671963437399,-2.6981499932607016,1.437814667383829,4.008868744532268,6.4693695379893015,9.636922333399461,6.413405487696338,-1.778027007420841,-0.919479949315377,-2.066915252049756,-6.408318908055614,-7.566618010838824,-4.725173766454057,1.3393136908213226,4.402066071192413,10.531526825586944,15.107506439844748,13.903717377344755,6.407071869532274,6.403582184473676,4.126824066797893,-2.467444121678663,-1.4274044488270863,4.875112946192429,4.512997772852591,8.171733124415088,14.187983124415082,18.01317904726664,14.590411102930709,11.339436981836965,7.737526581446341,2.0752374579111836,-5.473846251805616,2.674963410059596,5.19151919619243,-0.007965056737241683,-2.6850245354970017,-3.701012084325127,-1.634558684666927,3.0555713202158854,5.57846957461042,5.901552765528377,3.988913300196347,-0.40851742490131393,-0.9348565362294468,-2.2206228326161686,-8.012505462010699,-9.99480236752828,-8.46886669858296,-3.880840728123977,0.008311798731486963,5.431569245020542,10.069875824610383,11.634206268946325,13.074718353907256,5.284539826075235,1.6754226996103958,-4.688092925389608,-7.973893706639606,-2.52752575620013,2.2485858465830852,3.8595526434580814,5.8681460882822964,8.12887576357526,9.554928925196347,7.061871063868222,4.324359162012756,2.8635083319346393,-0.17842190488176102,-5.460662810643473,-8.62277798398334,-10.8616565392812,-12.43913372739155,-11.289186446507767,-7.930113799413053,-0.3893154595693141,1.95896273867288,2.211743805567414,1.3519867254892928,-1.2511388848622613,-8.222237517674763,-11.58632084592184,-13.552148864110318,-13.467713286717746,-12.34427578671775,-7.2657566521962655,-2.1494472955068122,1.7191125799814706,5.527807343165066,7.2071136786142915,3.606799042383831,-0.9835400079091287,-6.468164183934515,-6.874999663670848,-6.882367522557571,-10.579621627171825,-4.92650952084859,4.182012055079142,7.468280975977582,8.101893341700245,7.866053497950246,9.145398285547905,6.432499420801815,4.567289459864318,-3.58403424008685,-5.294696471532161,-8.416338164647405,-2.1740993951161585,4.708324616114316,8.730531647364321,10.920218842188536,11.85445529238385,11.49466342226666,8.828848297754941,6.580894501368219,-2.6644154046376314,-8.605029723485305,-6.682244231541944,-9.052600676854441,-10.700116164525337,-9.022725341161081,-4.418485991795847,0.21050082461040304,7.364944794336965,8.472994415919004,7.756857025782288,2.7555127264658825,-0.46176754697162026,-3.11785717709857,-9.245706984837831,-10.262153289159137,-11.196162459691365,-8.473939025243121,-6.78514935239156,-4.047204711278279
4,52.95,22.35,3.5707152587572852,7.897863696257272,9.23361931149165,7.20316826168694,-3.285375439484908,-8.514698941071833,-8.082020794709534,-8.22573585208258,-8.647159115632377,-10.254909741242729,-6.168984753449758,-3.2933800476392108,1.3524138671557064,2.5625786620775823,4.132300952116648,2.7223357421557166,-1.0229195373852875,-5.513984906037628,-7.429863659699741,-7.57765723880131,-3.3870175903638216,2.012888110319763,3.438869250456483,5.730693896452579,10.047417529265076,11.407374499479918,12.58635093990961,7.866706774870555,0.10998009030024329,-4.105273815949765,-6.907306439240783,-10.509854504426333,-12.759603306611389,-9.390146328767141,-2.5778229492505456,0.7734404784838245,3.76469597164788,6.809523242155704,5.793400805632263,3.115043872038525,-1.8432089966138092,-8.92622001345952,-10.5347953766187,-13.178487850983945,-13.04331557925543,-8.2316973083814,-3.3602584045727966,0.9033104736010384,4.698875353972133,7.924536669890092,8.678852770964305,6.778142626921333,4.470238879362743,-1.4239174621899835,-4.058435742219276,-5.966221081574747,-9.198572613557165,-8.953497006257354,-4.978576123078652,-0.7194846313794403,3.4489165527025896,6.334470751921338,10.300192492643976,4.32787254635494,1.8348589355150948,-2.702817913850137,-8.930468746980031,-9.06133231814702,-12.137490841706592,-12.117694088776899,-10.781223446687056,-4.464740673859916,1.2122771484056984,4.035602343718192,5.2398693114916295,2.281893542448653,-2.9705347412427354,-6.046259838898982,-12.081980740388246,-4.387058178742766,0.7982067138353777,0.22213981930414753,4.21338920895259,5.424911730925254,9.556840136686969,17.294280017058036,12.720585559050226,7.984334033171336,2.6627596313158755,-3.0849776428540485,-3.4940267151196647,-6.15210090335208,-4.984621807893095,-4.16634109195072,-1.3821384399731855,1.3602204162279827,3.572572558561971,7.272303393522911,9.085106127897905,8.405761645476023,4.54491356197992,-3.510855938752503,-6.965744397004453,-7.699594342072814,-6.701220013459531,-4.4530786865552425,-3.05589973147711,1.0198610717455445,3.73521293942133,6.128288806120549,9.085587390104923,6.074981311003366,-1.8105136841138079,-0.9232201355298276,-2.0342754333813935,-6.238404156525922,-7.287197949250535,-4.475957714875536,1.3931649047533572,4.321612475554133,10.400397570768977,15.011319811979908,13.124069445768964,6.2292333251635235,6.302329638640083,4.162033618132271,-1.9853311889966225,-0.8617996948559821,5.140378955046342,4.766106188933065,8.224767993132279,13.959059680143987,17.3448958617846,14.138522570768988,11.1125133544604,7.639767687956498,2.1626042968432184,-5.405602948029831,2.5930379516283475,5.007617724577586,-0.03296012576419238,-2.5892081421216075,-3.5095972412426995,-1.3916034668286397,3.3183394653002667,5.873759692351051,5.843190844694785,3.9724935180346304,-0.4017722290356863,-0.9926529663403824,-2.257455822785698,-7.71729667361577,-9.517738720734911,-7.94294288333256,-3.330167919953654,0.5001659423510281,5.5580928832689835,9.712323535124444,11.275832141081478,12.216342700163496,4.96903221432367,1.2619838744799234,-4.952803418000547,-8.14098495181402,-2.505303723176299,2.4711248046557475,4.097204821745588,6.09506798092527,8.29444420162839,9.367443469206503,7.05311119381588,4.34070762936276,2.7402166015307343,-0.14723930056886736,-5.187501751740733,-8.548273083527867,-10.661370007355998,-12.163382984956094,-10.991614758332563,-7.5918552368482,-0.34216315921149854,2.008254931608821,2.2053994018236662,1.3176845580736702,-1.096382519563038,-7.864378277619677,-11.484192272981016,-13.409419819672912,-13.27752059634528,-12.130748287995674,-6.994310528596259,-1.9112924927075874,1.9820702392260083,5.434563220183037,7.1488933593432,3.7362728149096167,-0.8227161377270926,-6.414809643586466,-6.6206926697095145,-6.243941113313028,-10.033135144074745,-4.471981274445847,4.292859728972115,7.369348681608834,8.145953601042436,8.002638781706501,9.020840075651812,6.487096179167444,4.792715380827605,-3.3289118164380156,-4.8585668152173085,-8.111577679475133,-1.7911682861645883,4.969988635222135,8.773987963835417,10.73654869381588,11.698117602507288,11.274910510222128,8.771841967741663,6.335877307097125,-2.6217945068677064,-8.673039700349172,-6.683352581818895,-9.10589378054936,-10.584514691193888,-8.859045941193887,-4.355372235139203,0.3619377929369704,7.414491198698686,8.418625720183067,7.7679436523119785,2.925031359831513,-0.30359809573489654,-3.2302666443188817,-9.029572979768098,-9.998665005524952,-10.950675656159717,-8.217186810334521,-6.517268902619678,-3.814962841828663
5,52.95,22.45,3.6580506645838478,7.576126531283063,8.891403020540878,6.599262212435394,-3.250135828336078,-8.628424555142727,-8.11794756539664,-8.139579492886876,-8.690430780728663,-10.25078501351675,-6.157144342740381,-3.275142999966943,1.2193562065760246,2.4072434746424314,3.9324174248377473,2.566908086458848,-1.0465187323888,-5.255059229214975,-7.015718561490372,-7.100339990933739,-2.7993306220372687,2.2881690727869466,3.6717979180017926,5.927085088411952,9.96191541067758,10.987131475130713,12.102375615755715,7.523289006869003,-0.11678576119740539,-4.183538538297027,-6.91950808175406,-10.541309534390784,-12.673026377042149,-9.157614466031403,-2.35334520943961,0.8226994072596071,3.4923283135096073,6.820423406283051,5.569306768099457,3.1150605522791524,-1.5227983344395948,-8.649128900845852,-10.426377512296042,-13.031529642423006,-12.823345972379064,-8.057344385464994,-3.168616358121236,1.1414549004236922,4.927312749544787,7.799717534701036,8.531870549837748,6.535713323275246,4.39266950003306,-1.447936579068496,-4.1714288581212235,-5.749659601529437,-8.86540247567494,-8.518622461636856,-4.661707178433733,-0.5296400702794419,3.542928899447122,6.363309758822122,9.748969243685398,4.228371404329945,1.8759913384119715,-2.8703740180333344,-9.051303430875143,-8.895323511441553,-11.918129602750149,-11.85133211739858,-10.496821237881981,-4.178699365933749,1.434419377962728,4.27561078421272,5.426871465365066,1.9920948540369428,-3.031791254361482,-6.234968897183741,-12.07809557565055,-4.621317011197446,0.6451350151697586,0.1874192558924323,4.189681523958843,5.469470342318225,9.476850713411974,16.80633679739633,12.067020391146336,7.541414922396347,2.4371317803065073,-3.264487329800917,-3.5446516669591137,-6.19055819161731,-5.447017237027459,-4.8679924262364445,-2.198457208951291,0.5224183403651127,2.956316655794799,6.806552861849485,8.608856938997917,7.95070752493541,4.1538602959314925,-3.702581049283356,-7.212384516080227,-7.974854761441555,-7.021134516080226,-4.879437738736481,-3.4136494696935062,0.6019074761072749,3.461557134310401,5.78720807425181,8.534252446810406,5.736557134310408,-1.8430003608067735,-0.9269603217442782,-2.0016356147130323,-6.068489404996235,-7.007777887662257,-4.226741663297022,1.44701611868539,4.241158879915856,10.269268315951013,14.91513318411507,12.344421514193202,6.05139478079478,6.201077092806495,4.197243169466647,-1.503218256314599,-0.29619494088489806,5.405644963900245,5.019214605013531,8.277802861849468,13.730136235872902,16.67661267630259,13.686634038607279,10.885589727083845,7.542008794466659,2.24997113577525,-5.3373596442540485,2.5111124931971016,4.823716252962749,-0.05795519479114225,-2.4933917487462165,-3.318182398160279,-1.148648248990361,3.5811076103846395,6.169049810091672,5.784828923861196,3.9560737358729146,-0.39502703317005905,-1.0504493964513157,-2.2942888129552257,-7.4220878852208525,-9.040675073941559,-7.417019068082178,-2.779495111783351,0.9920200859705515,5.6846165215174205,9.354771245638515,10.917458013216645,11.357967046419766,4.6535246025721175,0.848545049349466,-5.217513910611476,-8.308076196988427,-2.483081690152469,2.6936637627284012,4.334857000033084,6.321989873568237,8.460012639681516,9.179958013216664,7.044351323763539,4.357056096712762,2.6169248711268334,-0.11605669625597498,-4.914340692838001,-8.473768183072398,-10.461083475430804,-11.887632242520649,-10.694043070157374,-7.253596674283362,-0.29501085885368467,2.0575471245447607,2.1990549980799186,1.2833823906580486,-0.9416261542638198,-7.506519037564604,-11.382063700040195,-13.26669077523551,-13.08732790597282,-11.917220789273607,-6.722864404996262,-1.673137689908371,2.2450278984705365,5.34131909720101,7.09067304007211,3.8657465874353982,-0.6618922675450623,-6.361455103238418,-6.366385675748188,-5.605514704068507,-9.486648660977682,-4.0174530280431195,4.403707402865083,7.270416387240089,8.190013860384624,8.13922406546275,8.896281865755723,6.541692937533071,5.018141301790884,-3.0737893927891906,-4.422437158902472,-7.806817194302872,-1.4082371772130315,5.231652654329945,8.817444280306512,10.552878545443232,11.541779912630732,11.055157598177605,8.714835637728386,6.090860112826038,-2.579173609097783,-8.741049677213034,-6.6844609320958455,-9.15918688424428,-10.468913217862443,-8.6953665412267,-4.292258478482561,0.5133747612635324,7.464037603060406,8.364257024447134,7.7790302788416685,3.0945499931971376,-0.14542864449817852,-3.342676111539189,-8.813438974698373,-9.735176721890776,-10.705188852628082,-7.96043459542593,-6.249388452847807,-3.5827209723790565
