"grid","2013-1","2013-2","2013-3","2013-4","2013-5","2013-6","2013-7","2013-8","2013-9","2013-10","2013-11","2013-12","2014-1","2014-2","2014-3","2014-4","2014-5","2014-6","2014-7","2014-8","2014-9","2014-10","2014-11","2014-12","2015-1","2015-2","2015-3","2015-4","2015-5","2015-6","2015-7","2015-8","2015-9","2015-10","2015-11","2015-12","2016-1","2016-2","2016-3","2016-4","2016-5","2016-6","2016-7","2016-8","2016-9","2016-10","2016-11","2016-12","2017-1","2017-2","2017-3","2017-4","2017-5","2017-6","2017-7","2017-8","2017-9","2017-10","2017-11","2017-12","2018-1","2018-2","2018-3","2018-4","2018-5","2018-6","2018-7","2018-8","2018-9","2018-10","2018-11","2018-12","2019-1","2019-2","2019-3","2019-4","2019-5","2019-6","2019-7","2019-8","2019-9","2019-10","2019-11","2019-12","2020-1","2020-2","2020-3","2020-4","2020-5","2020-6","2020-7","2020-8","2020-9","2020-10","2020-11","2020-12","2021-1","2021-2","2021-3","2021-4","2021-5","2021-6","2021-7","2021-8","2021-9","2021-10","2021-11","2021-12","2022-1","2022-2","2022-3","2022-4","2022-5","2022-6","2022-7","2022-8","2022-9","2022-10","2022-11","2022-12","2023-1","2023-2","2023-3","2023-4","2023-5","2023-6","2023-7","2023-8","2023-9","2023-10","2023-11","2023-12"
"92","66.38478699","69.87493668","74.77226982","82.82494125","74.12026596","72.85454102","66.5980032","57.35023689","58.14557457","61.09483471","63.78376198","66.1718811","69.36528893","73.43846741","75.88254089","73.00484924","71.35063782","70.24219894","62.87473087","59.25852375","58.84648018","58.39597797","59.75867214","62.93705482","68.61906166","72.03776436","74.38853073","73.47389069","70.86339951","63.77355862","54.93565216","49.07560158","49.47251205","53.37013493","58.06356659","63.75120888","66.40958672","73.89138718","77.47566566","73.24384384","70.89976921","64.02523804","59.17954464","54.09516487","50.48931618","56.11305141","65.02491264","70.72762909","72.20390625","73.07560883","78.84772949","75.16001816","73.52784386","65.56405258","60.71945457","55.55098724","56.06601772","60.55188808","64.27773552","71.37391586","74.35653915","76.13341484","75.85467529","75.30757332","67.86537075","60.95694008","62.12331066","59.65800362","56.22535496","56.12714081","58.50044632","61.34068451","67.9806366","72.70323219","72.91085434","68.92386112","70.85556602","67.89816895","61.43897247","59.08575459","56.02752151","55.91866379","57.66243229","60.20943089","63.82482414","68.61364594","71.41083717","67.29741058","65.39670753","69.21751099","68.17948608","63.72103539","62.07539978","66.6767952","68.55823174","69.23649712","73.13265915","77.04038734","80.85027008","76.34235001","72.14108047","68.1601799","63.0198988","60.54430542","62.88450165","61.75426502","61.45475063","65.93969078","72.83052063","75.6308342","74.36163139","73.67451515","68.40135689","62.30191059","55.53126736","54.26330357","55.67493248","61.25185184","64.91450233","69.0234333","78.1194828","75.08240891","74.40047493","74.97445488","70.5953804","65.19081326","61.96384239","59.29990406","56.23504715","55.50167446","61.08602104","67.01374168"
"93","66.91647606","70.1918766","74.98150063","82.99253311","74.25205116","73.06230469","66.93396111","57.72353916","58.44539604","61.44712753","64.13050156","66.48935776","69.75178947","73.84039803","76.30430756","73.2703701","71.62970657","70.57253036","63.26153831","59.47216396","58.84721851","58.37070827","59.73369179","62.93592644","68.70827713","72.30183372","74.28409157","73.49779091","71.09219208","64.08135777","55.31543922","49.41331882","49.70514755","53.43677216","58.02906361","63.81347198","66.58904686","74.13848305","77.49786301","73.25184784","70.95849152","64.30061474","59.39063969","54.1051897","50.47134399","56.26857452","65.20444908","70.83156548","72.32058716","73.23321304","79.16814613","75.25732155","73.54193115","65.75818405","60.85368137","55.6431778","55.91338959","60.44347229","64.25730782","71.46394119","74.43807144","76.27199631","75.99655724","75.4378418","68.06890621","61.2462986","62.69457321","60.28913116","56.77124863","56.55868855","58.8923008","61.63970566","68.30921288","73.09455452","73.34208679","69.28579006","71.21973495","68.21536407","61.72184334","59.16293774","55.7381813","55.59546375","57.25974503","59.77567272","63.36800156","68.22013779","71.05035439","67.095681","65.21902924","69.22286949","68.12983971","63.55837669","61.80297489","66.03953896","67.90431862","68.65549088","72.59347191","76.61005211","80.71044197","76.4051548","72.24838066","68.17089348","62.93456078","60.28692322","62.25517902","61.18101273","60.97762527","65.64445763","72.4592144","75.62761688","74.79336853","74.00318832","68.69331818","62.63103504","55.92997856","54.69546795","56.15562706","61.68940811","65.08248825","69.22288971","78.21797829","75.05926933","74.41414185","75.14008636","70.67132416","65.14206486","62.00269451","59.13795929","55.94676685","55.22267742","60.98210526","66.96193085"
"94","68.01512756","71.28691788","75.7506382","83.24594269","74.46880379","73.36885376","67.35924187","58.30781136","59.0529047","62.12264423","64.76674538","67.06165581","70.35483322","74.37380104","76.89107361","73.56791153","71.90744858","70.89020576","63.68405647","59.75355873","59.05363808","58.57732716","59.93037872","63.1152668","68.91809959","72.50849075","74.3999115","73.63832245","71.29656448","64.43748589","55.80859795","49.89564953","50.04181499","53.69518642","58.22205009","63.95749207","66.73390846","74.11890793","77.43556824","73.17706451","70.97685814","64.64534721","59.74573536","54.43428974","50.83947258","56.76359768","65.62338791","71.23351822","72.67368202","73.45415115","79.34042969","75.38015366","73.70755768","66.14210815","61.33057346","56.17657433","56.48354607","61.05035992","64.84220772","72.07101288","74.78328934","76.47764549","76.25525894","75.72251892","68.49104996","61.90739346","63.59328232","61.34126396","57.90584927","57.69108601","59.98449421","62.63838806","69.52546158","73.97354813","74.33522263","70.13285999","71.98756638","68.94117699","62.37302551","59.71486397","56.09361401","55.90223122","57.509445","60.05546417","63.63776588","68.48701706","71.29868622","67.28756256","65.43660889","69.73305511","68.68977089","64.1853714","62.39299126","66.66778069","68.48841171","69.20833778","73.19654961","76.99997787","80.89277649","76.65032921","72.43818932","68.36914902","63.1979208","60.49204445","62.39458599","61.33431568","61.11512756","65.90897675","72.58653183","75.88481712","75.42573204","74.57779007","69.18558369","63.20103931","56.64476852","55.50479069","56.97629719","62.49961624","65.77407036","69.78183861","78.59952164","75.11956635","74.47588806","75.22340698","70.83238754","65.37250366","62.4157093","59.56107559","56.3805109","55.67202911","61.53751488","67.48122559"
"95","69.27380028","72.37409859","76.43422356","83.54877243","74.67680092","73.64476967","67.86676369","59.10091724","59.71887817","62.66662178","65.2789505","67.57828445","70.85929031","74.78398781","77.02356949","73.59890442","71.8762188","70.8367569","63.82579746","59.46439991","58.53497295","57.8886488","59.20668182","62.43164215","68.18407402","71.56439743","73.03992729","72.33599358","70.04191093","63.05980682","54.56458855","48.87499084","49.18878231","52.42354183","56.51807499","61.8700882","64.51537743","71.76407547","75.77463074","72.1667984","69.82566757","63.82468872","58.92787189","53.62111149","50.09534054","55.87006836","64.50362587","70.11779556","71.75022621","72.63000069","78.19295349","75.00545807","73.36426392","66.03869572","61.14690399","56.04481506","56.33866367","60.85062218","64.58590202","71.75015106","74.50639877","76.34240303","76.14027672","75.60859985","68.43917618","61.81271458","63.40604782","61.02325764","57.51697445","57.16870918","59.45677662","62.1714962","68.93847198","73.2454113","73.69784393","69.80863476","71.69973907","68.68272591","62.06229076","59.35861263","55.70515919","55.44787025","57.05052738","59.56657734","63.09570694","67.82608414","70.73860474","66.88970261","65.05983467","69.62696495","68.77665825","64.37436466","62.57659836","66.6221035","68.35428238","69.06378059","73.00530624","76.68402138","80.810746","76.69881783","72.43212776","68.34159775","63.28538799","60.52237186","62.30227718","61.25031357","61.02110901","65.91456642","72.5368412","75.76730766","75.52741299","74.73070641","69.33541088","63.35709076","56.93472137","56.02152004","57.52124538","62.98486881","66.20562859","70.13021698","78.71457825","75.17323723","74.56936378","75.40454025","70.98072929","65.46738052","62.62331085","59.95155964","56.73617477","55.96878796","61.57605133","67.43708725"
"96","55.2906662","58.7245842","62.63256378","71.05384216","61.94968777","59.87194481","53.1846035","44.19848232","44.64592571","47.3290947","50.29568615","52.42191925","55.84654121","59.53786736","62.15427189","59.03196754","58.07521095","56.48380795","50.09306107","47.96362305","47.85681152","48.146768","49.70942345","52.55475216","58.02092133","60.61494217","62.81491661","60.4433012","57.333675","51.04087868","43.16624336","37.57506618","37.46432304","42.23636742","47.48630676","52.6699501","54.98298492","61.9935358","63.9657608","59.3909523","57.64763908","51.67001724","48.36054707","44.42609653","40.71600437","46.44688377","55.05439548","60.31647034","59.40798569","59.52426987","64.96115761","60.86010056","59.70482368","52.44394913","49.20257969","45.2404213","47.29946022","52.05980244","55.45277462","61.17135944","61.56373138","61.45346775","60.85023327","60.95814571","54.04846668","48.49719944","50.42959633","49.16844158","46.77139473","47.41746006","49.72706032","52.49990997","58.59394646","62.39273529","61.51998234","56.96794949","59.48107052","56.43317089","50.58529148","49.58359509","47.18349361","47.09398861","49.162146","52.20642872","55.02320938","59.29745884","60.58225422","55.28841648","53.84010563","57.1198288","55.75611076","52.00804386","51.08662033","56.83048782","57.68942318","57.3560051","60.41094666","63.92319183","66.28260689","60.91004314","57.28692169","53.87764778","50.05077324","48.34754562","52.37905769","51.69061813","51.20257092","55.13353996","61.25743179","62.73967705","59.99548054","59.05255756","54.00290375","48.31421013","41.97250137","40.94063683","42.05228405","47.98084297","52.4151762","56.12793388","64.05353489","61.5442091","60.93165646","60.09333439","56.54942875","52.36537209","49.71556206","48.20296402","45.7161087","45.60671844","51.58785191","57.09001484"
"97","55.04950752","60.04811478","65.16520996","70.46290588","60.48014736","58.77341022","51.91886215","42.65186214","43.14179268","45.8681427","48.91369324","51.12500744","54.54847145","58.60960846","61.03091259","58.44598045","57.42964592","55.63904514","48.65946903","46.10592289","45.82031002","46.13294792","47.76606865","50.84643402","56.63455048","59.64006996","61.4046833","59.65352898","56.59751453","49.87559605","41.51309776","36.1946909","36.74436626","41.54126663","46.74291","51.86356583","54.22955551","61.23360729","63.7485384","59.22938957","57.17397919","50.66199837","46.85121613","42.5762661","38.93446007","44.8530035","53.57822838","59.40931587","59.0594017","59.29282875","64.52883511","60.50018559","59.24181728","51.39445477","47.63328476","43.3330164","45.24761333","49.94820423","53.47782402","59.89496441","61.16812477","61.36904202","60.60084133","60.50164013","53.37747097","47.26255417","48.74619827","47.08295021","44.50884838","45.17332745","47.62478542","50.70317879","57.09416924","61.38613815","60.57237282","56.31524601","58.63108978","55.44041519","49.28984394","48.06157379","45.69271202","45.592416","47.77544308","50.93573685","54.19265633","58.51749763","60.17943096","54.99634247","53.4088871","56.62377567","55.20983334","51.40838642","50.3987915","56.29674911","57.3645792","57.15259609","60.3964632","64.16876144","65.8397583","60.43520279","56.81421528","53.12217865","48.94342957","47.00792637","50.95021439","50.15996189","49.83359089","54.07553368","60.27983246","61.8474926","59.42618332","58.85721645","53.6118906","47.50961723","40.90091801","39.96417427","41.16845016","47.10705662","51.67017975","55.71151886","63.78581409","61.07746658","60.28254032","59.87785187","56.22441463","51.74190178","48.88292484","47.02479496","44.40392094","44.2597681","50.27441082","55.95668774"
"98","49.96888123","54.59313164","60.12201691","66.43150406","55.82497578","53.941506","47.22096691","38.22877998","38.90184803","41.60364342","44.49533978","46.65314274","50.00480843","54.14100952","56.52009659","53.8585741","52.79617939","51.1642849","43.9723959","41.18557472","40.78963833","40.90880299","42.40948067","45.43717556","51.16672478","54.45245972","56.49367504","55.04921017","51.96940212","45.22044659","36.93632851","32.06530104","32.87972908","37.52082272","42.62001133","47.7330267","50.06387634","57.0388401","59.3642992","54.36612263","52.28350487","45.68208771","41.80601387","37.63531685","34.3218235","40.44847775","49.09909668","55.06585732","54.80190868","54.96742363","60.23694344","56.26722317","54.42041245","46.39034309","42.55473423","38.29975471","40.18175983","44.70914402","48.29728279","55.0892622","56.67651196","57.14227619","56.40680523","56.34133244","49.02783298","42.62041016","43.98996525","42.22030525","39.5359951","40.15490265","42.56835861","45.70826378","52.17566719","56.56750793","56.19344273","52.00496368","54.20457592","50.96069126","44.89432316","43.71749191","41.33283978","41.33841476","43.5335535","46.7435463","50.23887806","54.66759644","56.13514423","50.89804268","49.40655632","52.66271477","51.21970634","47.34592857","46.40599556","52.44033165","53.49687538","53.13078594","56.21626167","59.91743851","62.48889256","56.46737232","52.44451771","48.62715397","44.51318092","42.67330379","46.64304066","45.80807934","45.61179638","49.91388855","56.05112915","57.62826767","55.33741703","54.6497057","49.24984207","43.12247028","36.85987701","36.2434042","37.48756695","43.33312531","47.93582268","51.92820206","59.83056374","56.59559727","55.86643314","55.50033779","51.61241951","46.99850998","44.2564743","42.48385506","39.95241833","39.87421646","45.89062405","51.63551617"
"99","53.55719986","57.54606323","62.91796265","69.98330269","59.09395542","57.71847916","51.61554012","42.65838509","43.63175583","46.62268467","49.23117256","51.47699604","54.51046162","58.22616081","59.95559006","57.44698772","56.31043148","55.33145905","48.11758442","44.70405102","44.37197399","43.92644997","45.31242275","48.44369259","54.0370266","57.45229149","59.2112915","58.12804432","55.92455502","49.26552048","40.84741497","35.38179274","35.93573341","39.79651146","44.4463625","50.02724304","52.70737762","60.43580246","62.66018429","57.90677662","55.75924129","49.30361919","44.85853081","39.96352177","36.60649729","42.48933105","51.4551363","56.84162693","57.35497208","57.89812965","64.04726295","59.35906391","57.72730637","50.23582077","45.64353828","40.87357597","41.69385796","46.35358162","50.24027939","57.39661694","59.44155884","60.50809631","59.68301353","59.35461369","52.53680019","46.30590897","48.08729992","46.11762085","42.87332764","42.94905643","45.48068867","48.38542175","54.79660702","59.25831718","59.09340496","55.116539","57.40645714","54.36411629","48.03383999","45.83849659","42.76033192","42.62364559","44.40969772","47.1629261","50.88341808","55.84113331","58.31055717","53.7500761","52.0183815","56.04798241","54.96061687","50.47335148","49.20479469","54.01333504","55.61388302","55.84567566","58.88822365","62.17075043","66.115555","60.77318039","56.67790146","52.98677521","48.47642231","46.513904","49.10862064","48.34984188","48.26312008","52.87873878","59.20820045","61.0890625","58.71582813","57.87131958","52.92402153","47.3372261","41.08111401","40.21698837","41.78673325","47.44579659","50.89986496","55.07056541","63.33270836","59.72301044","58.95994282","59.50830116","55.27927742","50.16854515","47.38770714","45.0808157","42.24309883","41.68771477","47.45745201","53.44748955"
"100","53.83867912","57.27589912","62.32236557","70.23724365","59.51248074","58.07569714","52.03131199","43.18936405","44.15169411","47.21805229","49.81555386","51.99568729","54.97453346","58.52247772","60.63343449","57.89443016","56.68533096","55.73325901","48.62800064","45.09359512","44.62120705","44.1598135","45.56157627","48.68264465","54.33208561","57.81850662","59.57269993","58.41104908","56.3942234","49.95606518","41.76242199","36.1413806","36.41459045","40.12549629","44.73084564","50.48771248","53.3059433","61.03048725","62.91129379","58.02279949","56.03477993","49.85952511","45.51930084","40.52021751","37.09970398","42.99166756","51.98072758","57.21123848","57.71781654","58.31005592","64.55087509","59.74421768","58.03332825","50.81479664","46.38425674","41.67869682","42.25164757","46.95478001","50.92933369","58.01942673","59.70317841","60.73725033","60.03883572","59.80890388","53.02554111","46.92270603","49.04820919","47.2966856","44.05137634","44.01892071","46.51326408","49.27143135","55.72289696","59.93298836","59.88960018","55.65070477","57.85784855","54.76664753","48.50440617","46.22449398","42.88945141","42.68846226","44.35895252","47.03025951","50.75751839","55.79769402","58.26675777","53.82167358","52.083251","56.44316158","55.42448025","50.89896526","49.45651245","53.92677593","55.52541637","55.80665588","58.76951962","61.89073868","66.23829498","61.27446728","57.07345791","53.41526299","48.99552631","47.07782116","49.42741013","48.7009819","48.60451717","53.28028679","59.49096947","61.56551819","59.36456261","58.30497189","53.41527405","48.02096806","41.98139286","41.22678528","42.84868031","48.51512318","51.71233406","55.73016357","63.70073261","59.69979095","58.93597488","59.69430313","55.48337402","50.34241333","47.8038414","45.5344944","42.67439861","42.06639271","47.88867912","53.81656113"
"101","65.38696404","68.45911293","73.47343063","82.50387764","74.08605309","72.81500511","66.55097942","57.25764923","57.88955841","60.85287228","63.38928795","65.59325142","68.80890465","72.97973747","75.91732826","73.06298409","71.32163315","70.05154114","62.66006699","58.45329266","57.5422821","57.0019062","58.36498337","61.52957497","67.13448372","70.76231422","72.71867218","72.48206139","70.44145584","63.81211967","55.38665771","49.4511467","49.68030834","53.37484226","57.88840809","63.59229202","66.47748299","73.8496624","77.36593018","73.19198074","70.94027023","64.50910263","59.60407887","54.10551682","50.37930641","56.13758106","65.08203964","70.82525291","72.32188797","73.34596596","79.2407402","74.98751373","73.41101379","65.91341114","61.04872723","55.81743088","56.02629929","60.52511654","64.3214653","71.64001274","74.58087234","76.41852798","76.06763077","75.48259792","68.28894196","61.69471531","63.45145683","61.25466137","57.69761028","57.41660767","59.72395611","62.42101517","69.4905407","73.62178612","73.96905079","70.03730888","71.89234009","68.81546516","62.07447739","59.24945183","55.41208286","55.08889503","56.72878399","59.3569685","62.94939232","67.77566376","70.71436691","66.83107548","64.92292328","69.21578903","68.28154526","63.7212986","61.81970997","65.90240974","67.7160141","68.52518578","72.50799904","76.58266182","80.64502869","76.4913765","72.37062721","68.2617218","63.04578323","60.47787399","62.26469345","61.1562746","60.96454506","65.68242645","72.21704712","75.31982231","74.83884106","74.06958504","68.80385952","62.77524529","56.06724224","54.97037144","56.30358391","61.83805084","64.93871574","69.25055923","78.01890488","75.04029579","74.36784248","75.07081223","70.56651649","64.88311501","61.82266922","58.91461296","55.59117146","54.84623127","60.52116852","66.37824631"
"102","51.82842674","56.70260239","61.85540352","66.80519524","56.55374012","54.89162502","48.46714954","39.42227879","39.76267948","42.28375587","45.05149155","47.07731285","50.69004383","54.72314072","56.5244503","53.85682755","53.13124676","51.88118267","45.5974659","43.28027973","42.85104084","43.02361336","44.5287447","47.42105503","52.91773434","55.73543549","57.35567112","55.25955772","52.19467106","46.02997417","38.31968594","32.93291101","32.91993103","37.45061741","42.46554127","47.52880459","49.90225754","56.76550045","59.27789631","54.43263855","52.56588898","46.93568001","43.84435749","39.81336155","36.11525116","41.78174057","50.24380322","55.69909077","55.00841846","55.09416771","60.30012951","56.53455257","54.89925938","47.85484848","44.51535492","40.37685986","42.33336964","47.14110203","50.67121754","56.77177334","57.22540112","57.26558437","56.56686096","56.51577435","49.4951416","44.03955402","46.09095898","44.84579735","42.2946455","42.91244946","45.23187408","48.15376873","54.37403717","58.14706306","57.26539631","52.60548744","55.2213129","52.25043697","46.42164936","45.20061321","42.55952568","42.38679028","44.42685432","47.49462318","50.48702164","54.93503723","56.19091129","50.85745201","49.44676933","52.78299465","51.41233654","47.56553345","46.90102501","52.40578346","53.27786331","52.95894947","56.08991451","59.638937","62.24265575","56.48565331","52.58261642","49.19135723","45.50663128","43.43788319","47.36530857","46.64913578","46.33883305","50.42589912","56.58595695","58.67199287","56.6920105","55.54580402","49.96605911","44.13465176","37.72656441","36.62205677","37.58620453","43.47566566","47.66144524","51.42118149","59.67687397","56.75538177","56.08018894","55.31524277","51.63699169","47.53617477","45.0956274","43.36092415","40.69850388","40.53740559","46.44257221","52.08185291"
"103","50.98133469","55.56066628","60.61602173","66.710569","56.50109978","54.93291264","48.51575871","39.42234802","39.79803391","42.32728043","45.05647736","46.97412376","50.37462482","54.37924232","56.61566124","53.99373302","53.32784729","52.03688583","45.48094387","42.97004452","42.47032585","42.63307934","44.12392159","46.98734798","52.49747124","55.41860886","57.16359348","55.33752842","52.44162102","46.33729248","38.53379974","33.02097912","33.04035969","37.58938828","42.59175777","47.58196068","49.93667946","56.71293602","59.28449497","54.50306683","52.73598518","47.15756092","44.10392761","40.00364208","36.32495098","42.17637901","50.68126812","56.03177319","55.16431942","55.19196053","60.34562569","56.63216286","55.02144451","47.90669861","44.4668335","40.20719166","42.13566303","46.90453949","50.45362263","56.57918224","57.16956081","57.11968956","56.69419994","56.77073269","49.7525959","44.16981602","46.25436268","44.94323921","42.33707027","42.95224476","45.32964878","48.23887062","54.44069214","58.11799126","57.50246792","52.86869202","55.49830589","52.38754635","46.3691227","45.03949661","42.39854889","42.15539913","44.16734695","47.24115963","50.22937813","54.60170822","55.99717922","50.87046413","49.54614391","52.9529026","51.53281097","47.72680645","47.05510406","52.56323147","53.34380989","53.00127602","56.1232851","59.80136223","61.8111702","56.24730263","52.53358479","49.19533958","45.57000465","43.65166683","47.57027283","46.77111168","46.4499197","50.45061951","56.54285316","58.60595779","56.84249153","55.7317337","50.08927917","44.2695694","37.87765694","36.89006901","37.90628147","43.79633179","47.98384056","51.8490387","59.52471638","57.01184578","56.48110542","55.53909588","51.93148746","47.85724964","45.31874866","43.51614704","40.87160187","40.65380802","46.51246567","52.25022449"
"104","54.57063942","60.13826256","66.09740486","69.8257328","59.44826927","58.31133137","51.96869755","42.71661587","43.11117878","45.74747086","48.52253952","50.63825226","54.03388004","58.13390923","60.06525478","57.81018124","56.88583126","55.42671909","48.47092056","45.57672577","44.94530258","45.01131763","46.60027981","49.656036","55.28534336","58.51370926","59.97880306","58.78977299","56.02356129","49.54906139","41.27938843","35.87660856","36.35126171","40.98705902","46.00292568","50.97746964","53.43993416","60.28252201","63.36297054","58.95156422","56.74217167","50.54719887","46.97933979","42.55655823","38.82195511","44.87657509","53.48112221","59.23336639","58.89415855","59.16880302","64.14132423","60.24215279","58.9950161","51.42515469","47.56530609","42.95274963","44.66253338","49.25789433","52.80678024","59.37628937","61.04155788","61.46053867","60.6085001","60.2802084","53.17229214","47.09523888","48.77193413","46.99117317","44.20544758","44.77247868","47.20478535","50.31626072","56.7666935","61.03897209","60.37443161","56.27835388","58.76520596","55.70928822","49.64219627","48.16884651","45.37450962","45.12685604","47.25208206","50.47593384","53.85583191","58.24164696","59.96520805","54.77583199","53.20183983","56.46618137","54.93569736","51.13966198","50.29749107","55.85591278","57.00219841","56.96761894","60.31371479","63.95152206","65.34203529","60.11632748","56.50296612","52.80093784","48.79741707","46.7694006","50.43764763","49.43064079","49.15117321","53.38936462","59.34758224","61.25501671","59.28516464","58.57182217","53.22130737","47.19022064","40.56684875","39.68544598","40.85465851","46.77379627","51.06710281","55.25530243","63.36841145","60.96363907","60.14390621","59.63659077","55.90467224","51.44344349","48.62000351","46.52302227","43.70987759","43.45675697","49.36190605","55.13288956"
"105","53.86167068","58.63968773","64.81020889","69.59456348","58.24938221","57.36021843","51.69472256","42.7352541","43.54509583","46.37941036","48.78298836","50.90278168","53.96358624","57.69918137","59.33328228","57.11946754","56.05914631","55.24666862","48.26213379","44.87578773","44.29551907","43.73980885","45.11717052","48.19154568","53.65269871","57.09174156","58.58740311","57.60967159","55.51513214","49.07248669","40.81286221","35.25476475","35.52798748","39.26732731","43.79027443","49.21003742","51.98266411","59.60237751","62.28401833","57.72661743","55.45870819","49.34657784","45.20761051","40.28122292","36.73430996","42.43047791","51.31840649","56.55748119","56.96648407","57.57325745","63.54145107","59.04551449","57.64973278","50.50515728","45.90573692","41.10610065","41.84599171","46.48678284","50.30391388","57.28334122","59.31180744","60.47751713","59.612607","59.19882717","52.40544147","46.35881062","48.52706051","46.61534348","43.32381706","43.2920948","45.79917336","48.6477562","54.99360619","59.29540977","59.14612503","55.23412495","57.75254631","54.76128902","48.44630146","46.1205265","42.82874298","42.45128784","44.13677883","46.83349724","50.49480495","55.33214207","57.86224041","53.3496994","51.52551498","55.64998093","54.66967449","50.21659241","48.98022213","53.4970892","55.09223347","55.40042973","58.58206863","62.04659386","65.39925652","60.05969868","56.2373806","52.61430798","48.55224819","46.70766582","49.18439713","48.39842319","48.32254677","52.86443405","58.83581047","60.64418221","58.55070305","57.56467419","52.54960899","47.03814793","40.74132233","40.01253872","41.57338543","47.16243591","50.26935539","54.54695053","62.85981026","59.67619286","58.83241959","59.24662418","55.06629868","50.12578392","47.42727432","45.00756645","41.96506176","41.28204308","46.9054348","52.90587425"
"106","52.86362305","56.88917046","63.24856453","69.66056557","58.45786209","57.34384003","51.40565262","42.40776253","43.30794945","46.22852573","48.64428062","50.75169258","53.79886036","57.49945259","59.43946362","57.22102814","56.01490211","55.10660076","48.0019413","44.38753662","43.69631577","43.1264389","44.49508266","47.58248444","53.11764545","56.79909477","58.43886032","57.60619125","55.73387527","49.32378616","41.14705505","35.57259417","35.8975956","39.5446434","44.05734901","49.7126358","52.57348289","60.32820168","62.56326809","57.82005157","55.54899902","49.42477436","45.14877892","39.97978992","36.44984341","42.09454327","51.03605614","56.25556278","56.9655571","57.78235016","63.99689713","59.36741047","57.81936111","50.67060299","45.95896759","41.11252823","41.64952869","46.37219658","50.27453289","57.45048599","59.38924389","60.6477684","59.88768826","59.46997623","52.58209457","46.41976948","48.70326405","46.80086441","43.45041866","43.39428368","45.94620743","48.72267742","55.33864479","59.39104919","59.57218971","55.53924484","57.84735126","54.56620445","48.03889751","45.42201042","41.97287025","41.6589159","43.27697144","45.90484695","49.66587048","54.68512249","57.46808376","53.1481802","51.22720642","55.57689476","54.58699856","49.82509441","48.24252186","52.3870945","54.13714542","54.76072083","58.10784473","61.58434219","65.64055119","60.4846014","56.50419827","52.87183285","48.65285282","46.67769413","48.87202034","48.07759762","48.02677708","52.77385941","58.83772354","60.93445129","59.06274529","57.90749397","52.86302891","47.27576218","40.90229626","40.30731354","41.94199944","47.58215256","50.58012218","54.86860123","63.07296257","59.63552666","58.81864891","59.44392262","55.03009701","49.7701685","47.02174892","44.54803963","41.53802509","40.9023119","46.62602272","52.60367947"
"107","52.86206284","56.91034279","63.3374958","69.71456165","58.48936043","57.32907276","51.19178982","42.25892677","43.27615452","46.30926361","48.72936821","50.83075256","53.83081398","57.61968727","59.7913353","57.46397266","56.21561966","55.2250473","48.04942436","44.21950989","43.45069656","42.89556732","44.2467062","47.33039761","52.90634785","56.65818272","58.23307514","57.52998962","55.77626495","49.39274616","41.26934166","35.66583061","36.00286884","39.60618324","44.09128895","49.73881264","52.62638016","60.30854397","62.57853909","57.81079254","55.64859066","49.59336987","45.20902615","39.92582188","36.38446274","41.91438293","50.80360928","56.0690733","56.97202988","57.87395172","64.16341209","59.52656174","57.88539295","50.79329472","46.07319489","41.20141983","41.69746323","46.49970684","50.48667164","57.6905138","59.49338188","60.83175335","60.07906094","59.76508541","52.84690323","46.57184811","48.79716644","46.97057476","43.54298744","43.51640759","46.05864029","48.82023335","55.68195992","59.56031952","59.86870365","55.87921505","58.09618263","54.54501743","47.94046059","45.29653816","41.76448746","41.54459343","43.24645786","45.96663609","49.79671783","55.0428175","57.89794064","53.52901211","51.63564587","56.12860126","55.12198811","50.20781708","48.51426811","52.68344917","54.4391058","55.02809792","58.41663055","61.74133148","66.09562168","61.27445374","57.04518814","53.29045582","48.88464394","46.64397678","48.85531311","48.18798752","48.24630013","53.12183685","59.26576691","61.58912277","59.95402298","58.62393417","53.52519131","47.80181885","41.42550983","40.89130859","42.62995529","48.47015629","51.65723267","56.03280334","63.61336632","59.73164349","58.9995348","59.75521927","55.31239376","49.93433876","47.19815426","44.7892868","41.84682903","41.40779057","47.27022285","53.33181324"
